default;LivingStatus;EmploymentStatus;MonthlyIncome;external_score_1;external_score_2;time_to_first_trx;time_to_activation;opening_balance;closing_balance;amount_transaction_type1;amount_transaction_type2;amount_transaction_type3;amount_transaction_type4;amount_transaction_type5;amount_transaction_type6;amount_transaction_type7;amount_transaction_type8;amount_transaction_type9;amount_transaction_type10;amount_transaction_type11;amount_transaction_type12;amount_transaction_type13;amount_transaction_type14;amount_transaction_type15;amount_transaction_type16;amount_turnover_purchase;amount_turnover_betting;amount_turnover_cash;amount_turnover_money_transfer;repayment_amount
0;Renter;Housewife;1500;290;1150;624;504;-376,65;-392,12;-1,94;0;0;0;0;0;0;0;0;-9,99;-400;0;0;0;0;0;-7,99;0;-400;0;350
0;Unknown;Unknown;-1;305;-1;628;729;-341,27;-392,12;-6,23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Renter;Unemployed;1500;321;546;55;29;-375,68;-392,12;-6,87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20
0;Owner;Retiree/pensioner;2000;618;192;34;22;1,19;-391,65;0;0;0;0;0;0;0;-259,99;0;-80;0;0;0;0;0;0;-393,85;0;0;0;0
0;Renter;Retiree/pensioner;1000;401;1150;21;6;-391,28;-391,44;-5,77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20
0;Renter;Executive employee;2500;407;1150;19;13;-400,58;-391,44;-6,48;0;0;0;0;0;0;-3;0;-7,99;0;0;0;0;0;0;-14,03;0;0;0;20
0;Owner;Employee;2000;560;531;31;20;-1635,68;-391,25;0;0;0;0;0;0;0;-22,95;0;0;0;0;0;0;0;0;256,84;0;0;0;1540
0;Renter;Employee;2000;512;809;105;9;-101,52;-390,76;0;0;0;0;0;0;0;-402,54;0;0;0;0;0;0;0;0;-390,15;0;0;0;95
0;Renter;Employee;2000;546;552;932;13;-106,52;-390,76;0;0;0;0;0;0;0;-384,5;0;-39,73;0;0;0;0;0;0;-391,25;0;0;0;119
0;Renter;Student;1000;-1;706;131;126;-404,19;-389,44;-4,57;0;0;0;0;0;0;-17,38;0;0;0;0;0;0;0;0;0;0;0;0;30
0;Renter;Employee;1500;476;743;22;4;-373,02;-389,17;-6,7;0;0;0;0;0;0;-6,45;0;0;0;0;0;0;0;0;-7,99;0;0;0;20
0;Renter;Executive employee;2000;479;936;22;4;-399,52;-389,17;-5,71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
0;At Parents;Employee;1500;480;705;25;14;-373,02;-389,17;-5,52;0;0;0;0;0;0;0;0;-15,52;0;-4;0;0;0;0;-25,98;0;0;0;20
0;Owner;Employee;2000;546;323;21;14;-902,16;-388,73;0;0;0;0;0;0;0;-107,13;0;-415,27;0;0;0;0;0;0;-592,72;0;0;0;885,78
0;Owner;Executive employee;1500;550;339;26;12;-835,94;-388,73;0;0;0;0;0;0;0;-144,69;0;-427,6;0;0;0;0;0;0;-511,38;0;0;0;866,92
0;Owner;Retiree/pensioner;1500;520;192;17;3;-1046,89;-388,44;-14,7;0;0;0;0;0;0;0;0;0;-250;0;0;0;-107,34;0;-184,9;0;-260;0;300
0;Owner;Retiree/pensioner;2000;577;211;16;4;-1046,89;-388,44;0;0;0;0;0;0;0;-271,92;0;-20,9;0;0;0;0;0;0;-389,56;0;0;0;994,87
0;Other;Employee;2500;480;403;25;14;133,54;-388,35;-1,36;0;0;0;0;0;0;-84,38;0;-173,11;-100;-1;0;-890;0;0;-294,72;0;-100;0;0
0;Renter;Employee;2000;504;733;35;18;98,91;-388,35;0;0;0;0;0;0;0;-20,72;-49,47;-230;0;0;0;0;0;0;-385,32;0;0;0;0
0;Renter;Employee;2500;516;361;22;3;133,38;-388,35;0;0;0;0;0;0;0;-265,3;-19,99;-80;0;0;0;0;-1,5;0;-393,14;0;0;0;0
0;Renter;Self-employed/freelancer;2500;455;545;24;17;-163,38;-388,23;-2,95;0;0;0;0;0;0;-160,6;-38,4;-75,43;-79;-4,58;0;0;0;0;-295,85;0;0;0;0
0;Other;Employee;1500;474;161;35;14;-392,63;-388,1;-2,54;0;0;0;0;0;0;-73,31;0;0;0;0;0;0;0;0;-73,92;0;0;0;0
0;Unknown;Unknown;-1;492;374;17;5;-389,63;-388,1;-6,71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Renter;Housewife;2500;522;430;12;4;-345,96;-388,1;-1,63;0;0;0;0;0;0;-43,83;0;0;-300;0;0;0;0;0;-397,67;0;-250;0;665
0;Owner;Employee;2000;430;631;262;219;-404,23;-387,8;-6,18;0;0;0;0;0;0;0;0;-13,49;0;0;0;0;0;0;-85,97;0;0;0;200
0;Owner;Employee;2000;476;632;15;5;-247,51;-387,71;0;0;0;0;0;0;-12,99;-211,11;0;-81,3;0;0;0;0;0;0;-385,2;0;0;0;248,95
0;Owner;Employee;2000;494;605;33;3;-246,76;-387,71;-7,3;0;0;0;0;0;0;0;0;-1,69;-250;0;0;0;0;0;-106,93;0;-250;0;0
0;Renter;Self-employed/freelancer;2500;349;175;17;3;-727,83;-386,88;-14,7;0;0;0;0;0;0;0;0;0;0;0;0;-40;0;0;0;-40;0;0;200
0;Renter;Executive employee;1000;313;427;72;11;-203,94;-386,84;0;0;0;0;0;0;0;-277,8;0;-87,14;0;0;0;0;0;0;-391,25;0;0;0;182,27
0;Renter;Employee;3000;-1;402;69;30;-383,38;-386,5;-6,54;0;0;0;0;0;0;0;0;-0,99;0;0;0;0;0;0;0;0;0;0;20
0;Renter;Employee;1500;476;743;30;15;-506,79;-385,72;-0,31;0;0;0;0;-23,24;0;-193,55;0;-196,01;-90;0;0;0;0;-21,4;-699,96;0;0;0;999,83
0;Renter;Civil servants/governmental;2500;521;-1;93;101;-716,5;-385,52;-13,22;0;0;0;0;-9,7;0;0;0;0;0;-58,32;0;-120;0;-219,45;-44;-120;0;0;0
0;Renter;Employee;1500;541;-1;440;517;-718,27;-385,52;0;0;0;0;0;-13,5;-11,99;0;0;-361,34;-26,95;0;0;0;-54,99;0;-388,73;0;0;0;512,01
0;Owner;Retiree/pensioner;2000;566;192;23;2;-109,99;-385,32;0;0;0;-217,72;0;0;0;-232,37;-146,88;-30,54;0;0;0;0;0;0;-390,76;0;0;0;117,75
0;Renter;Employee;2500;371;606;26;15;-397,3;-385,3;-7,37;0;0;0;0;0;0;-27,23;0;-10;-0,04;0;0;0;0;0;-39,77;0;0;0;20
0;Other;Employee;1500;430;706;27;17;-400,51;-385,3;-54,65;0;0;0;0;-4,41;0;0;0;0;-10;0;0;-210;0;0;0;-166,5;-10;-30;200
0;Unknown;Unknown;-1;-1;706;709;673;0;-384,5;0;0;0;0;0;0;0;-26,4;-151,7;-202,75;-152,15;0;0;0;0;0;-302,9;0;0;0;50,5
0;At Parents;Employee;1500;463;510;806;805;0;-384,5;0;0;0;0;0;0;0;-85,79;0;-365,89;0;0;0;0;0;0;-281,1;0;0;0;-999
0;Owner;Civil servants/governmental;2000;362;545;111;5;-404,94;-384;-6,54;0;0;0;0;-27,4;-63,11;0;0;-4,99;0;0;0;0;0;0;-44,89;0;0;0;25
0;Renter;Employee;2000;421;-1;21;3;-432,23;-384;-10,74;0;0;0;0;0;0;-31,06;0;0;0;0;0;0;0;0;-40,42;0;0;0;50
0;Renter;Housewife;1000;427;402;28;22;-456,61;-384;-7,94;0;0;0;0;0;0;0;0;-18,96;0;-34,71;0;0;0;0;-25,11;0;0;0;50
0;Unknown;Unknown;-1;441;517;28;13;-369,48;-384;-6,77;0;0;0;0;0;0;0;0;-25,99;0;0;0;0;0;0;-19,98;0;0;0;0
0;Renter;Other;2000;-1;602;83;46;-45,8;-383,16;0;0;0;0;0;0;0;-402,54;0;0;-23,95;0;0;0;0;0;-471,8;0;0;0;85,88
0;Renter;Employee;1500;-1;706;612;62;-352,16;-381,52;-5,35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-11,65;0;0;0;0
0;Renter;Employee;1500;362;732;34;27;-399,36;-381,52;-6,12;0;0;0;0;0;0;0;0;-3,99;0;0;0;0;0;0;0;0;0;0;30
0;Owner;Student;2000;536;323;49;13;-760,98;-381,16;-12,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,75
0;Renter;Retiree/pensioner;1500;361;9999;39;10;-402,78;-380,7;-6,19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5,35;0;0;0;20
0;Owner;Executive employee;1000;294;419;25;14;-1159,09;-380,52;0;0;0;0;0;0;0;0;0;-79,64;0;0;0;-500;0;0;-109,9;-500;0;0;1128,75
0;At Parents;Executive civil servant;2000;513;-1;236;221;-413,22;-379,76;-5,36;0;0;0;0;0;0;0;0;0;-30;0;0;0;0;0;0;0;-30;0;50
0;Renter;Civil servants/governmental;2000;-1;375;45;12;-374,28;-379,52;-5,29;0;0;0;0;0;0;-46,36;0;0;0;0;0;0;0;0;-52,56;0;0;0;-999
0;Renter;Executive civil servant;3000;-1;323;63;45;-419,13;-378,74;-4,57;0;0;0;0;0;0;-36;0;0;0;0;0;-210,96;0;0;-41,99;-200;0;0;-999
0;Unknown;Unknown;-1;450;488;130;108;-482,15;-378,74;-5,98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30
0;Unknown;Unknown;-1;-1;656;41;16;-404,06;-378,34;-6,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Renter;Student;1000;534;545;28;18;-728,61;-378,27;-7,24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Renter;Employee;2000;-1;629;29;16;-379,4;-378,09;-5,47;0;0;0;0;0;0;-46,36;0;-5,99;0;0;0;0;0;0;-50,3;0;0;0;40
0;Renter;Employee;2500;468;882;30;18;-404,1;-378,09;-7,36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Renter;Self-employed/freelancer;2000;457;375;76;66;-283,82;-378,04;-4,67;0;0;0;0;0;0;-12,37;-24,9;0;0;0;0;-450;0;0;130;-430;0;0;50
0;Owner;Employee;2500;470;407;322;34;-260,85;-378,04;0;0;0;0;0;0;0;0;0;-101,94;-60;0;0;-351;0;0;26,98;-350;0;0;-999
0;Owner;Executive employee;2500;525;585;95;4;-272,09;-377,87;-3,79;0;0;0;0;0;0;-88,77;-200,58;-15,5;-672,5;0;0;0;0;0;-449,46;0;-650;0;215,07
0;Owner;Employee;2500;530;367;59;10;-229,68;-377,87;-14,96;0;0;0;0;0;0;-77,4;-19,99;-93;0;0;0;0;0;0;-411,06;0;0;0;277,49
0;Renter;Employee;2500;347;1150;150;93;-364,92;-377,37;-6,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Renter;Employee;2000;354;846;14;6;-372,81;-377,01;-5,36;0;0;0;0;0;0;0;0;0;0;0;0;-89,99;0;0;0;-90;0;0;100
0;At Parents;Housewife;1000;-1;459;44;21;-318,51;-376,96;-5,63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100
0;Owner;Housewife;1000;370;493;106;97;-430,51;-376,93;0;0;0;0;0;-18;0;0;-30,98;-280;0;-9,38;0;0;0;0;-354,36;0;0;0;0
0;At Parents;Employee;2000;391;602;17;11;-429,47;-376,93;0;0;0;0;0;0;-34,85;-109,6;-136,38;-215,9;0;0;0;-78,75;0;0;-353,71;-25;0;0;421,41
0;Unknown;Unknown;-1;420;330;34;26;-420,91;-376,69;-6,17;0;0;0;0;0;0;0;0;-1,09;0;0;0;0;0;0;0;0;0;0;37
0;Renter;Other;2000;-1;375;39;16;-993,89;-376,65;-503,35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-383;150
0;Renter;Executive employee;1000;337;1150;19;13;-369,35;-376,4;-5,54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Renter;Executive employee;1500;362;825;32;11;-396,88;-375,72;-6,92;0;0;0;0;0;0;-27,23;0;-10;-49;0;0;0;0;0;-41,68;0;0;0;50
0;Other;Executive employee;2500;359;560;27;24;-482,93;-375,43;-7,27;0;0;0;0;-2,5;0;0;0;0;0;0;0;-30;0;-22;0;-31;0;0;25
0;Other;Executive employee;2500;381;463;34;15;-499,24;-375,43;0;0;0;0;0;0;0;-327,87;-9,37;0;0;0;0;0;0;0;-371,2;0;0;0;512,36
0;Renter;Employee;1500;332;517;29;12;-389,05;-375,31;-6,23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30
0;Renter;Unknown;1500;339;848;15;11;-367,7;-375,31;-6,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Unknown;Unknown;-1;394;517;53;41;-398,4;-375,15;-5,48;0;0;0;0;0;0;-46,36;0;-27;0;0;0;0;0;0;-93,08;0;0;0;50
0;Unknown;Unknown;-1;397;722;49;25;-400,5;-375,15;-6,54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Owner;Employee;1000;568;545;55;23;-344,11;-373,01;0;0;0;0;0;0;0;-12,95;0;-216,57;0;0;0;0;0;0;-380,81;0;0;0;316,71
0;Renter;Employee;2000;537;375;35;13;0,3;-372,39;0;0;0;0;0;0;0;-395,56;0;-10,98;0;0;0;0;0;0;-390,15;0;0;0;0
0;Renter;Self-employed/freelancer;1500;523;446;361;193;-315,38;-371,97;0;0;0;0;0;0;0;0;0;-216,57;0;0;0;0;0;0;-352,47;0;0;0;345,35
0;Owner;Self-employed/freelancer;2500;391;297;172;30;-989,8;-371,79;-0,23;0;0;0;0;0;0;-148,55;0;-240,16;0;0;0;0;0;0;-385,32;0;0;0;997,3
0;Unknown;Unknown;-1;479;375;364;20;-888,24;-371,79;-503,35;0;0;0;0;0;0;0;0;0;0;0;0;0;-19,95;0;0;0;0;0;60
0;Unknown;Unknown;-1;368;488;73;42;-301,19;-371,72;-4,75;0;0;0;0;0;0;0;0;0;0;0;0;-300;0;0;0;-300;0;0;150
0;Unknown;Unknown;-1;445;1150;822;850;-251,6;-371,72;-7,63;0;0;0;0;0;0;0;0;0;-730;0;0;0;0;0;0;0;-720;0;34
0;Unknown;Unknown;-1;354;655;50;16;-650,11;-371,01;0;0;0;0;0;0;0;-26,4;-37,98;-115,29;-55;0;0;0;-1085;0;-370,88;0;0;0;718,97
0;Owner;Employee;2000;579;421;39;4;-1960,22;-370,88;0;0;0;0;0;0;0;-308,74;0;-140,34;0;-57;0;0;0;0;-353,99;0;0;0;1801,68
0;Renter;Student;1000;512;528;24;3;-398,1;-370,32;-6,92;0;0;0;0;0;0;0;0;-10,6;0;0;0;0;0;0;-27,92;0;0;0;25
0;Renter;Other;1500;334;595;23;17;-462,34;-368,73;-6,54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40,59
0;Owner;Executive employee;2500;372;382;15;12;-489,25;-368,73;-7,52;0;0;0;0;0;0;0;0;-7,99;0;-5;0;0;0;0;-10,6;0;0;0;70
0;Owner;Retiree/pensioner;2000;637;192;27;7;-315,54;-368,63;0;0;0;0;0;0;0;-282,07;0;-139,97;0;0;0;-25;0;0;-342,92;-20;0;0;336,31
0;Renter;Executive civil servant;2500;493;375;24;2;-398,1;-368,35;-414,25;0;0;0;0;0;0;0;0;0;-150;0;0;0;0;0;0;0;-150;-350;100
0;Owner;Employee;2000;504;519;1384;1654;-412;-368,18;0;0;0;0;0;0;0;-1371,6;0;0;0;0;0;0;0;0;-1404,13;0;0;0;430
0;Renter;Employee;2000;359;331;36;20;-448,8;-367,48;-6,37;0;0;0;0;0;0;0;0;0;0;0;0;-25;0;0;0;-23;0;0;40,59
0;Renter;Civil servants/governmental;2000;518;674;34;27;-477,41;-367,44;-7,27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Renter;Civil servants/governmental;3000;565;683;12;4;-57,77;-365,95;0;0;0;0;0;0;0;-211,11;-26,9;-401,22;-19,8;0;0;-248,9;0;0;1211,67;-250;0;0;57,1
0;Renter;Civil servants/governmental;2500;581;429;17;7;-44,92;-365,95;0;0;0;0;0;0;0;-114,07;-167,87;-23,99;0;0;0;0;0;0;-345,09;0;0;0;43,84
0;Renter;Employee;1500;411;817;52;31;-462,62;-365,94;-4,97;0;0;0;0;0;0;-111,86;-22,75;-58,97;0;0;0;0;0;0;-152,96;0;0;0;271,51
0;Renter;Employee;1500;-1;672;118;45;0;-365,89;-0,15;0;0;0;0;0;0;0;0;-365,89;0;0;0;0;0;0;-199,4;0;0;0;-999
0;At Parents;Employee;1500;500;751;58;20;0;-365,89;-0,91;0;0;0;0;-84,9;0;-163,77;-172,6;0;-400;0;0;-9,7;0;0;-245,82;0;-400;0;0
0;Renter;Retiree/pensioner;1500;474;1150;81;17;0;-364,95;-6,38;0;0;0;0;0;0;0;0;0;-600;0;0;0;0;0;0;0;-600;0;-999
0;Renter;Employee;-1;457;693;32;21;-26,71;-364,93;0;0;0;0;0;0;0;-200,24;0;-431,99;0;0;0;0;0;0;-426,2;0;0;0;24,07
0;Renter;Employee;1500;-1;602;39;11;-405,6;-364,73;-38,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-25;0
0;At Parents;Employee;1500;-1;230;22;12;-172,97;-363,76;-2,39;0;-2;0;0;0;-10;0;0;-171,96;-7,99;-7,5;0;0;0;0;-230,39;0;0;0;0
0;At Parents;Employee;2000;354;1150;22;5;-193,08;-363,76;-2,39;0;0;0;0;0;0;-53,21;0;-64,18;-70;0;0;0;0;0;-190,54;0;-70;0;200
0;Renter;Executive civil servant;6000;517;863;13;11;-463,51;-362,24;0;0;0;0;0;0;0;-66,74;0;-367,86;-340,2;0;0;0;0;0;-281,1;0;0;0;482,91
0;Renter;Employee;2000;486;784;33;5;-897,68;-361,86;0;0;-3;0;0;-181,6;0;0;0;-79,64;0;0;0;0;-186,91;0;-307,85;0;0;0;908,38
0;Unknown;Unknown;-1;462;144;1086;14;-359,17;-361,3;-5,72;0;0;0;0;0;0;-103,36;0;-48,5;0;0;0;0;0;0;-159,37;0;0;0;200
0;Owner;Self-employed/freelancer;4000;473;648;74;13;-311,66;-361,3;-4,67;0;0;0;0;0;0;-12,37;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;At Parents;Civil servants/governmental;1000;476;657;175;2;-316,07;-361,3;-414,25;0;0;0;0;0;0;-206,88;0;0;0;0;0;0;0;0;-190,09;0;0;-500;-999
0;Unknown;Unknown;-1;489;751;143;121;-666,73;-360,41;-13,22;0;0;0;0;0;-7,99;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Renter;Employee;2000;507;870;14;5;-245,4;-360,09;-5,26;0;0;0;0;0;0;-88,77;-19;-13,67;0;0;0;-89,99;0;0;-94,28;0;0;0;20
0;Renter;Student;1500;353;757;36;27;-345,45;-359,59;-4,19;0;0;0;0;0;0;0;0;0;-400;0;0;0;0;0;0;0;-400;0;342,26
0;Unknown;Unknown;-1;545;192;14;3;-380,73;-358,9;0;0;0;0;0;0;0;-168,99;-49,2;-159,84;0;0;0;0;0;0;-348,2;0;0;0;0
0;Renter;Housewife;1500;498;607;72;18;-405,24;-358,72;-5,36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,99;0;0;0;60
0;Renter;Employee;2000;539;583;11;3;0;-357,94;0;0;0;0;0;0;0;-320,31;0;-20,8;0;0;0;0;0;0;-373,01;0;0;0;-999
0;Owner;Employee;2500;524;327;21;13;0;-357,79;0;0;0;0;0;0;0;-100,3;0;-183,42;0;0;0;0;0;0;-313,3;0;0;0;0
0;Owner;Housewife;1000;537;323;17;11;0;-357,79;0;0;0;0;0;0;0;0;-199,32;-70;0;0;0;-343;0;0;-355,65;-351;0;0;0
0;Owner;Retiree/pensioner;1500;557;296;34;20;-112,15;-355,82;0;0;0;0;0;0;0;-18,19;0;-420,7;0;0;0;0;0;0;-468,06;0;0;0;0
0;Owner;Retiree/pensioner;2000;585;289;80;54;-82,97;-355,82;0;0;0;0;0;0;0;0;0;-338;0;0;0;0;0;0;-386,88;0;0;0;0
0;At Parents;Civil servants/governmental;4000;541;-1;21;12;-838,73;-355,8;0;0;0;0;0;0;0;-321,95;-7,99;-31,19;0;0;0;0;0;0;-377,16;0;0;0;866,92
0;Owner;Employee;4000;542;337;22;15;-902,16;-355,8;0;0;0;0;0;0;-7,99;0;0;-359,59;0;0;0;0;0;0;-388,73;0;0;0;953,05
0;Renter;Civil servants/governmental;2500;-1;-1;33;27;-69,79;-355,72;0;0;0;0;0;0;0;-168,85;0;-354,34;-215;0;0;0;0;0;-592,72;0;0;0;79,06
0;Renter;Employee;2000;-1;-1;34;27;-68,62;-355,72;0;0;0;0;0;0;0;-100,88;-291,88;0;0;0;0;0;0;0;-470,75;0;0;0;0
0;Renter;Employee;1000;418;-1;55;37;-42,5;-355,72;0;0;0;0;0;0;-16,9;-365,31;0;-10,98;0;0;0;-1230;-30;0;-349;-1140;0;0;40,1
0;Unknown;Unknown;-1;303;706;628;232;-97,15;-355,5;0;0;0;0;0;0;0;-65,42;-45,8;-58,63;-184;0;0;0;0;0;-360,09;0;0;0;0
0;Unknown;Unknown;-1;-1;319;89;14;-359,15;-355,35;-6,13;0;0;0;0;0;0;0;0;-16;0;0;0;0;0;0;-7,99;0;0;0;350
0;Unknown;Unknown;-1;607;274;32;28;-686,15;-354,82;-5,71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-406,47;0;0;0;572,75
0;Renter;Student;1500;363;459;415;13;-545,43;-354,23;-6,6;0;0;0;0;0;0;-27,95;0;-2,49;0;0;0;0;0;0;-35,2;0;0;0;50
0;Renter;Civil servants/governmental;5000;-1;371;118;107;-500,27;-353,77;-6,6;0;0;0;0;0;0;0;0;0;0;0;0;-40;0;0;0;-40;0;0;0
0;Owner;Self-employed/freelancer;-1;-1;402;140;58;-318,88;-353,76;-8,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200
0;Renter;Executive employee;2500;353;755;121;108;-340,28;-353,73;-5,55;0;0;0;0;0;0;-16,74;0;0;0;0;0;-10;0;0;0;-10;0;0;-999
0;Owner;Student;2000;529;265;15;3;-317,94;-353,71;0;0;0;0;0;0;0;-57,57;-22,98;-116,3;0;0;0;0;0;0;-342,09;0;0;0;318,79
0;Owner;Self-employed/freelancer;1500;389;568;26;13;-398,65;-353,26;-1,69;0;0;0;0;0;0;-20,85;0;-10;-210;0;0;0;0;0;-44,24;0;-190;0;431,01
0;Unknown;Unknown;-1;597;174;29;5;-497,1;-353;-5,71;0;0;0;0;0;0;-31,4;0;-93;0;0;0;0;0;0;-126,96;0;0;0;0
0;Owner;Student;1500;381;430;415;55;-97,94;-352,76;0;0;0;0;0;0;0;-148,55;0;-423,71;0;-18,8;0;0;0;0;-592,72;0;0;0;108,38
0;Renter;Student;1000;535;611;29;16;-101,87;-352,76;0;0;0;0;0;0;0;0;0;-423,71;0;0;0;0;0;0;-371,79;0;0;0;0
0;Unknown;Unknown;-1;499;371;30;22;-202,62;-352,74;-4,82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Owner;Employee;2000;500;681;37;25;-217,26;-352,74;0;0;0;0;0;-78,1;0;-283,09;0;-139,97;-245;-25,48;0;0;0;0;-589,15;0;0;0;261,01
0;Unknown;Unknown;-1;506;323;21;5;-123,78;-352,74;-1,68;0;0;0;0;0;0;-21,7;0;-114,87;-180;0;0;0;0;0;-318,57;0;-180;0;215,07
0;Unknown;Unknown;-1;499;620;77;5;-737,93;-352;-6,09;0;0;0;0;0;0;-35,85;0;0;0;0;0;0;0;0;-41,86;0;0;0;100
0;Renter;Executive civil servant;2000;334;521;20;12;-319,18;-351,35;-5,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Owner;Executive civil servant;4000;538;411;38;4;-435,75;-351,31;-6,84;0;0;0;0;0;0;0;0;-24,95;0;0;0;0;0;0;-4,08;0;0;0;-999
0;Other;Employee;2000;409;1150;21;3;-400,66;-350,89;0;0;0;0;0;0;0;-312,8;0;0;0;0;0;0;0;0;-307,54;0;0;0;393,13
0;Owner;Employee;2000;608;192;1415;1373;-412;-350,64;0;0;0;0;0;0;-11,99;0;0;-260,22;-262,5;0;0;-162;0;0;2531,49;-190;0;0;389,63
0;Unknown;Unknown;-1;603;144;51;43;-33,96;-349,7;0;0;0;0;0;0;0;0;0;-179;0;0;0;0;0;0;-348,2;0;0;0;0
0;Owner;Employee;1500;403;670;34;5;-357,47;-349,66;-6,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210;0;0;0;-999
0;Unknown;Unknown;-1;-1;459;79;19;-401,37;-349,47;-8,85;0;0;0;0;0;0;0;0;0;0;0;0;-18;0;0;0;-17,6;0;0;50
0;Renter;Other;2500;483;892;42;5;-108,97;-349;-1,77;0;0;0;0;0;0;-69,87;-4,3;-9,99;-210;0;0;0;0;0;-78,54;0;-120;0;100,86
0;Renter;Other;2500;496;488;42;4;-93,56;-349;-1,49;0;0;0;0;0;0;-120,2;0;-13,1;0;0;0;0;0;0;-132,16;0;0;0;-999
0;Owner;Executive employee;2000;458;727;61;43;-406,12;-348,63;-13,32;0;0;0;0;0;0;-16,45;0;-19,98;-20;0;0;0;0;0;-7,99;0;-20;0;100
0;Renter;Employee;1500;-1;656;108;99;-27;-348,2;0;0;0;0;0;0;0;-12;0;-233,79;0;0;0;0;0;0;-302,9;0;0;0;35,85
0;Owner;Unknown;2000;529;144;42;21;-371,6;-347,85;-5,71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;At Parents;Executive employee;1500;479;534;20;15;-415,77;-347,78;-0,11;0;0;0;0;0;0;0;0;-305,75;-50;0;0;0;0;0;-385,32;0;-50;0;434,65
0;Unknown;Unknown;-1;380;862;34;16;-353,13;-347,36;-5,73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50
0;Unknown;Unknown;-1;458;490;64;15;-340,15;-347,36;-5,73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20
0;Renter;Retiree/pensioner;2500;508;9999;35;18;-636;-347,17;0;0;0;0;0;0;-15,99;0;0;-944,78;0;-14,99;0;-1500;0;0;-457,83;-1640;0;0;500
0;Unknown;Unknown;-1;393;504;28;6;-369,48;-346,02;-5,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Unknown;Unknown;-1;435;517;27;12;-369,48;-346,02;-5,13;0;0;0;0;0;0;0;0;0;-70;0;0;0;0;0;-3,99;0;-70;0;150
0;Renter;Executive employee;1500;437;602;21;5;-633,32;-345,31;-2,68;0;0;0;0;0;0;-402,44;0;-7,59;-200;0;0;0;0;0;-390,15;0;-200;0;681,9
0;Renter;Self-employed/freelancer;4000;443;733;49;3;-721,39;-345,31;-8,47;0;0;0;0;0;0;-84,35;0;-58,97;0;0;0;0;0;0;-138,41;0;0;0;1048,71
0;Owner;Self-employed/freelancer;3000;535;788;74;10;-663,36;-345,31;-5,76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999
0;Unknown;Unknown;-1;287;-1;557;555;-83,72;-344,79;0;0;0;0;0;0;0;-148,55;-79,99;-114,98;0;0;0;0;0;0;-343,85;0;0;0;0
0;Unknown;Unknown;-1;543;9999;68;50;-155,7;-343,85;-3,69;0;0;0;0;0;0;-102,9;0;-28,98;-672,5;0;0;0;0;0;-179,14;0;-600;0;25
